mode,first_candle,last_candle,last_close,train_window,abstain_z,test_points,selected_rmse,zero_return_rmse,all_feature_rmse,selected_direction_accuracy_when_speaking,last_return_direction_accuracy,momentum_6_direction_accuracy,selected_coverage,gate_passes,gate_reason,observer_wins
synthetic_offline,2026-03-15T18:40:00Z,2026-03-28T05:40:00Z,81471.2389900278,96,0.0,178,0.008578908548003519,0.008096179800097391,0.009389164974829783,0.47752808988764045,0.5393258426966292,0.5449438202247191,1.0,False,no validated live edge: rolling selected view did not clear fixed baselines,"{""flow_pressure"": 0, ""impulse"": 61, ""mixed_local"": 84, ""trend_context"": 23, ""volatility_state"": 10}"
synthetic_offline,2026-03-15T18:40:00Z,2026-03-28T05:40:00Z,81471.2389900278,96,0.15,178,0.008578908548003519,0.008096179800097391,0.009389164974829783,0.46296296296296297,0.5393258426966292,0.5449438202247191,0.6067415730337079,False,no validated live edge: rolling selected view did not clear fixed baselines,"{""flow_pressure"": 0, ""impulse"": 61, ""mixed_local"": 84, ""trend_context"": 23, ""volatility_state"": 10}"
synthetic_offline,2026-03-15T18:40:00Z,2026-03-28T05:40:00Z,81471.2389900278,96,0.3,178,0.008578908548003519,0.008096179800097391,0.009389164974829783,0.38461538461538464,0.5393258426966292,0.5449438202247191,0.29213483146067415,False,no validated live edge: rolling selected view did not clear fixed baselines,"{""flow_pressure"": 0, ""impulse"": 61, ""mixed_local"": 84, ""trend_context"": 23, ""volatility_state"": 10}"
synthetic_offline,2026-03-15T18:40:00Z,2026-03-28T05:40:00Z,81471.2389900278,96,0.5,178,0.008578908548003519,0.008096179800097391,0.009389164974829783,0.5,0.5393258426966292,0.5449438202247191,0.056179775280898875,False,no validated live edge: rolling selected view did not clear fixed baselines,"{""flow_pressure"": 0, ""impulse"": 61, ""mixed_local"": 84, ""trend_context"": 23, ""volatility_state"": 10}"
synthetic_offline,2026-03-15T18:40:00Z,2026-03-28T05:40:00Z,81471.2389900278,96,0.8,178,0.008578908548003519,0.008096179800097391,0.009389164974829783,0.0,0.5393258426966292,0.5449438202247191,0.016853932584269662,False,no validated live edge: rolling selected view did not clear fixed baselines,"{""flow_pressure"": 0, ""impulse"": 61, ""mixed_local"": 84, ""trend_context"": 23, ""volatility_state"": 10}"
synthetic_offline,2026-03-15T18:40:00Z,2026-03-28T05:40:00Z,81471.2389900278,120,0.0,154,0.0080369756248889,0.007702569278864173,0.0083679845659942,0.4675324675324675,0.525974025974026,0.551948051948052,1.0,False,no validated live edge: rolling selected view did not clear fixed baselines,"{""flow_pressure"": 0, ""impulse"": 73, ""mixed_local"": 62, ""trend_context"": 11, ""volatility_state"": 8}"
synthetic_offline,2026-03-15T18:40:00Z,2026-03-28T05:40:00Z,81471.2389900278,120,0.15,154,0.0080369756248889,0.007702569278864173,0.0083679845659942,0.4931506849315068,0.525974025974026,0.551948051948052,0.474025974025974,False,no validated live edge: rolling selected view did not clear fixed baselines,"{""flow_pressure"": 0, ""impulse"": 73, ""mixed_local"": 62, ""trend_context"": 11, ""volatility_state"": 8}"
synthetic_offline,2026-03-15T18:40:00Z,2026-03-28T05:40:00Z,81471.2389900278,120,0.3,154,0.0080369756248889,0.007702569278864173,0.0083679845659942,0.4857142857142857,0.525974025974026,0.551948051948052,0.22727272727272727,False,no validated live edge: rolling selected view did not clear fixed baselines,"{""flow_pressure"": 0, ""impulse"": 73, ""mixed_local"": 62, ""trend_context"": 11, ""volatility_state"": 8}"
synthetic_offline,2026-03-15T18:40:00Z,2026-03-28T05:40:00Z,81471.2389900278,120,0.5,154,0.0080369756248889,0.007702569278864173,0.0083679845659942,0.5,0.525974025974026,0.551948051948052,0.03896103896103896,False,no validated live edge: rolling selected view did not clear fixed baselines,"{""flow_pressure"": 0, ""impulse"": 73, ""mixed_local"": 62, ""trend_context"": 11, ""volatility_state"": 8}"
synthetic_offline,2026-03-15T18:40:00Z,2026-03-28T05:40:00Z,81471.2389900278,120,0.8,154,0.0080369756248889,0.007702569278864173,0.0083679845659942,0.0,0.525974025974026,0.551948051948052,0.006493506493506494,False,no validated live edge: rolling selected view did not clear fixed baselines,"{""flow_pressure"": 0, ""impulse"": 73, ""mixed_local"": 62, ""trend_context"": 11, ""volatility_state"": 8}"
synthetic_offline,2026-03-15T18:40:00Z,2026-03-28T05:40:00Z,81471.2389900278,144,0.0,130,0.006642691447765208,0.006107587009489135,0.007042404778928924,0.5076923076923077,0.5153846153846153,0.5692307692307692,1.0,False,no validated live edge: rolling selected view did not clear fixed baselines,"{""flow_pressure"": 0, ""impulse"": 54, ""mixed_local"": 76, ""trend_context"": 0, ""volatility_state"": 0}"
synthetic_offline,2026-03-15T18:40:00Z,2026-03-28T05:40:00Z,81471.2389900278,144,0.15,130,0.006642691447765208,0.006107587009489135,0.007042404778928924,0.37735849056603776,0.5153846153846153,0.5692307692307692,0.4076923076923077,False,no validated live edge: rolling selected view did not clear fixed baselines,"{""flow_pressure"": 0, ""impulse"": 54, ""mixed_local"": 76, ""trend_context"": 0, ""volatility_state"": 0}"
synthetic_offline,2026-03-15T18:40:00Z,2026-03-28T05:40:00Z,81471.2389900278,144,0.3,130,0.006642691447765208,0.006107587009489135,0.007042404778928924,0.35294117647058826,0.5153846153846153,0.5692307692307692,0.13076923076923078,False,no validated live edge: rolling selected view did not clear fixed baselines,"{""flow_pressure"": 0, ""impulse"": 54, ""mixed_local"": 76, ""trend_context"": 0, ""volatility_state"": 0}"
synthetic_offline,2026-03-15T18:40:00Z,2026-03-28T05:40:00Z,81471.2389900278,144,0.5,130,0.006642691447765208,0.006107587009489135,0.007042404778928924,0.0,0.5153846153846153,0.5692307692307692,0.015384615384615385,False,no validated live edge: rolling selected view did not clear fixed baselines,"{""flow_pressure"": 0, ""impulse"": 54, ""mixed_local"": 76, ""trend_context"": 0, ""volatility_state"": 0}"
synthetic_offline,2026-03-15T18:40:00Z,2026-03-28T05:40:00Z,81471.2389900278,144,0.8,130,0.006642691447765208,0.006107587009489135,0.007042404778928924,,0.5153846153846153,0.5692307692307692,0.0,False,no validated live edge: rolling selected view did not clear fixed baselines,"{""flow_pressure"": 0, ""impulse"": 54, ""mixed_local"": 76, ""trend_context"": 0, ""volatility_state"": 0}"
